DateTime,AddedIPs,RemovedIPs
1472249309,1123,179
1472271163,1799,668
1472293263,90,2248
1472315318,147,103
1472337416,1271,138
1472359452,843,897
1472381319,34,1222
1472403394,147,38
1472425262,1285,146
1472447341,936,923
1472469388,136,1290
1472491461,4148,69
1472513321,790,3965
1472535168,950,720
1472557226,65,1273
1472579299,102,76
1472601164,88,103
1472623271,62,85
1472645304,74,64
1472667167,2204,54
1472689237,1271,1826
1472711314,776,1323
1472733415,104,1118
1472755457,1324,106
1472777320,895,959
1472799488,1030,856
1472821531,113,1431
1472843555,2870,108
1472865638,860,2432
1472887704,146,1297
1472909565,65,159
1472931629,1173,66
1472953718,790,826
1472975775,41,1139
1472997658,105,39
1473019749,1265,98
1473042040,987,917
1473064115,161,1323
1473086199,60,177
1473108261,95,61
1473130109,55,98
1473152195,62,52
1473174084,81,63
1473196107,124,80
1473217951,17,127
1473240049,611,15
1473262099,57,604
1473283955,77,69
1473306030,81,70
1473328100,584,69
1473349965,88,590
1473372066,77,100
1473394109,74,76
1473415952,43,75
1473438050,105,42
1473460091,52,104
1473481954,75,54
1473504029,80,67
1473526116,62,80
1473548189,40,65
1473570060,42,43
1473592111,97,37
1473614444,77,101
1473636505,123,74
1473658421,111,127
1473680417,88,106
1473702353,50,93
1473724350,70,51
1473746470,293,63
1473768499,1465,288
1473790359,1664,883
1473812455,73,2251
1473834518,63,80
1473856604,1421,58
1473878653,1061,983
1473900514,68,1496
1473922382,427,63
1473944468,1467,426
1473966514,855,1086
1473988611,59,1243
1474010662,62,66
1474032505,1388,58
1474054354,1687,865
1474076435,28,2213
1474098504,110,28
1474120640,1373,108
1474142663,1434,889
1474164518,61,1914
1474186360,51,69
1474208423,1457,49
1474230365,766,1085
1474252359,52,1138
1474274432,58,53
1474296515,32,56
1474318367,59,30
1474340219,48,62
1474362065,502,39
1474384129,52,497
1474406185,52,66
1474428039,59,49
1474450115,718,39
1474471958,1395,702
1474493799,848,1052
1474515929,70,1229
1474537954,1725,20
1474559819,984,1658
1474581677,969,756
1474603720,47,1313
1474625607,93,48
1474647629,65,96
1474669719,78,62
1474691784,81,77
1474713868,2547,41
1474735710,592,2236
1474757799,997,639
1474779661,77,1302
1474801710,1404,75
1474823553,683,1070
1474845640,62,1018
1474867709,42,66
1474889789,1345,42
1474911869,794,929
1474933954,162,1167
1474956078,21,202
1475154506,2853,17
1475176354,653,2321
1475198421,52,1188
1475220504,59,54
1475242593,1495,56
1475264467,903,1081
1475286502,305,1281
1475308615,145,333
1475330479,1503,149
1475352515,919,1066
1475374601,62,1362
1475396667,140,63
1475418763,1430,137
1475440824,919,1011
1475462670,180,1339
1475484748,127,174
1475506623,1404,124
1475528674,887,1016
1475550528,187,1278
1475572590,1773,72
1475594712,108,1834
1475616746,43,167
1475638811,96,47
1475660663,1828,21
1475682754,2254,1709
1475704889,417,2153
1475726919,126,707
1475748998,2411,65
1475771057,1053,1968
1475792901,605,1314
1475814761,172,844
1475836823,2498,70
1477674512,50,2593
1477696355,39,67
1477718426,33,40
1477740269,70,32
1477762112,29,69
1477784220,26,30
1477806259,25,27
1477828353,57,25
1477850195,33,54
1477872061,33,36
1477893926,28,32
1477915954,33,29
1477937795,22,32
1477959726,65,22
1477981709,26,65
1478003800,59,26
1478025875,31,58
1478047992,57,30
1478070070,44,57
1478092118,52,45
1478114191,41,53
1478136270,55,39
1478158351,39,58
1478180207,17,39
1478202259,15,15
1478224119,15,16
1478246187,14,15
1478268097,22,12
1478290110,12,23
1478311957,20,12
1478334053,27,21
1478356117,18,27
1478377966,96,16
1478399819,24,94
1478421881,18,27
1478443952,44,18
1478465805,29,45
1478487671,39,29
1478509704,32,39
1478531604,28,32
1478553668,36,28
1478575719,37,36
1478597795,23,37
1478619882,53,21
1478641955,67,54
1478663796,52,66
1478685681,33,54
1478707708,0,33
1478729548,8,1
1478751430,10,8
1478773466,16,10
1478795326,20,16
1478817400,32,20
1478839454,10,32
1478861324,45,10
1478883384,38,45
1478905290,17,35
1478927331,20,20
1478949403,13,20
1478971490,43,13
1478993574,11,41
1479015651,15,13
1479037705,37,15
1479059568,23,35
1479081408,42,25
1479103267,29,42
1479125321,59,29
1479147914,96,59
1479169994,23,96
1479192023,28,23
1479214123,34,27
1479236243,29,35
1479258085,75,29
1479280112,27,75
1479301960,51,26
1479323801,78,51
1479345874,82,77
1479367975,95,80
1479390028,56,98
1479412103,77,56
1479433959,143,73
1479456114,93,142
1479478139,47,96
1479500222,38,49
1479522259,34,37
1479544383,81,34
1479566570,58,77
1479588520,28,63
1479610588,92,27
1479632514,90,90
1479654544,67,91
1479676849,86,68
1479698926,36,87
1479720999,54,37
1479743067,560,53
1479764949,161,538
1479786884,119,87
1479808912,4212,34
1479830911,4869,3373
1479852776,4005,4057
1479874820,105,5678
1479896673,5798,36
1479918541,4669,4994
1479940596,298,5579
1479962666,137,272
1479984519,6647,34
1480006371,4553,5472
1480028496,130,5833
1480050522,140,134
1480072373,7925,136
1480094462,143,7926
1480116510,337,145
1480138354,113,343
1480160433,2520,197
1480182496,1674,1845
1480204371,3940,1146
1480226489,156,5053
1480248527,5443,182
1480270583,140,5448
1480292653,157,120
1480314529,215,155
1480336589,7027,209
1480358659,216,7026
1480380552,134,202
1480402589,24,162
1480424490,6226,24
1480446515,116,6228
1480468604,128,133
1480490666,232,108
1480512535,6421,212
1480534598,112,6422
1480556443,91,115
1480578522,107,89
1480600607,5939,114
1480622499,106,5935
1480644533,168,98
1480666588,171,180
1480688692,6781,166
1480710744,79,6770
1480732588,133,84
1480754433,149,129
1480776528,2357,298
1480798373,2442,1324
1480820246,173,3374
1480842170,663,208
1480864127,6185,661
1480885972,364,6106
1480908031,176,368
1480929877,1141,219
1480951818,5327,1138
1480974065,166,5377
1480996568,171,160
1481018880,7898,37
1481040894,1813,6081
1481062856,255,3688
1481085179,83,271
1481108542,8342,75
1481130908,84,8344
1481153509,207,90
1481175386,107,198
1481197250,5808,147
1481219099,127,5806
1481241177,48,101
1481263295,166,44
1481285350,6058,162
1481307415,92,6060
1481329465,138,95
1481351320,95,137
1481373405,5787,100
1481395457,19,5801
1481417302,99,7
1481439167,94,92
1481461301,5736,110
1481483346,81,5739
1481505386,74,76
1481527240,51,72
1481549094,6505,51
1481570992,84,6492
1481592993,40,92
1481615060,124,41
1481636920,6614,111
1481658766,116,6615
1481680889,154,129
1481702910,50,112
1481724773,4970,73
1481746857,116,4960
1481768904,62,98
1481790758,90,59
1481812620,5167,140
1481834665,137,5165
1481856759,44,87
1481878901,1985,37
1481900924,5053,1669
1481922768,146,5365
1481944612,52,139
1481966665,1980,52
1481988511,4451,1665
1482010370,142,4828
1482032439,97,125
1482054519,1897,99
1482076366,5440,1537
1482098219,135,5784
1482120085,99,160
1482142138,6738,59
1482164220,2921,4432
1482186293,128,5273
1482208153,31,119
1482230236,6122,25
1482252592,2927,3494
1482274608,192,5547
1482296485,76,198
1482318781,5538,74
1482340624,84,5527
1482362974,54,110
1482384861,135,47
1482406851,4699,147
1482428730,3722,2396
1482450742,48,6013
1482472584,24,54
1482494530,4930,19
1482516541,40,4931
1482538615,78,48
1482560726,62,77
1482582765,5397,57
1482604616,32,5397
1482626677,32,38
1482648769,31,33
1482670908,4791,37
1482692950,37,4805
1482715002,55,31
1482736858,62,53
1482758925,5560,58
1482780803,126,5558
1482802824,61,129
1482824704,107,63
1482846776,5445,98
1482868896,74,5453
1482890941,87,83
1482913260,71,91
1482935322,8747,68
1482957412,12,8747
1482979472,62,13
1483001322,33,68
1483023169,4830,35
1483045285,141,4822
1483067310,49,147
1483089175,1827,24
1483111228,37,1852
1483133095,109,33
1483155155,52,107
1483177005,1522,29
1483199076,4451,1206
1483221172,129,4784
1483243300,34,136
1483265335,5643,26
1483287396,2449,3721
1483309237,130,4377
1483331318,42,135
1483353167,6054,37
1483375232,2504,3958
1483397081,165,4603
1483418924,34,175
1483441000,6321,33
1483462900,53,6314
1483484933,53,65
1483507013,50,51
1483529060,5398,52
1483550915,583,4611
1483572758,59,1367
1483594828,67,60
1483616675,5351,60
1483638517,63,5356
1483660372,62,64
1483682498,72,62
1483704514,5205,68
1483726611,62,5204
1483748686,75,70
1483770740,64,163
1483792841,5616,59
1483814830,70,5529
1483836724,64,73
1483858583,50,63
1483880516,4648,50
1483902550,59,4647
1483924610,29,60
1483946685,57,32
1483968927,6177,44
1483990825,35,6252
1484012926,61,50
1484034883,52,69
1484057066,64,52
1484078913,33,64
1484100803,10,34
1484122858,28,10
1484144922,117,28
1484166773,122,110
1484188816,136,125
1484210927,282,124
1484233023,58,295
1484254889,83,60
1484276944,55,84
1484299247,84,55
1484321329,50,84
1484343169,108,50
1484365229,129,108
1484387334,103,121
1484409427,101,109
1484431295,78,95
1484453332,112,84
1484475398,69,112
1484497475,5,71
1484519572,0,5
1484541627,1,0
1484563498,61,1
